Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue,Month,MonthName,Quarter,Weekday
2024-03-07,Mumbai,Home & Kitchen,4.0,1780.39,0.0,7121.56,3,Mar,1,Thursday
2024-11-28,Mumbai,Clothing,6.0,1521.16,10.0,8214.26,11,Nov,4,Thursday
2024-07-22,Mumbai,Beauty,5.0,956.15,0.0,4780.75,7,Jul,3,Monday
2024-06-17,Bangalore,Beauty,1.0,604.75,5.0,574.51,6,Jun,2,Monday
2024-04-28,Mumbai,Groceries,4.0,336.29,0.0,1345.16,4,Apr,2,Sunday
2024-02-20,Pune,Beauty,13.0,604.41,0.0,7857.33,2,Feb,1,Tuesday
2025-10-06,Pune,Home & Kitchen,5.0,2039.1,5.0,9685.72,10,Oct,4,Monday
2025-06-01,Bangalore,Groceries,7.0,402.86,0.0,2820.02,6,Jun,2,Sunday
2025-05-08,Chennai,Groceries,5.0,331.75,0.0,1658.75,5,May,2,Thursday
2025-02-28,Chennai,Home & Kitchen,6.0,1639.54,0.0,9837.24,2,Feb,1,Friday
2024-10-14,Delhi,Clothing,10.0,1711.94,10.0,15407.46,10,Oct,4,Monday
2025-10-13,Mumbai,Groceries,7.0,368.16,10.0,2319.41,10,Oct,4,Monday
2024-05-26,Mumbai,Clothing,6.0,1289.32,5.0,7349.12,5,May,2,Sunday
2024-11-02,Delhi,Groceries,5.0,434.46,20.0,1737.84,11,Nov,4,Saturday
2025-07-30,Bangalore,Home & Kitchen,7.0,1996.72,10.0,12579.34,7,Jul,3,Wednesday
2025-05-04,Bangalore,Groceries,9.0,147.61,10.0,1195.64,5,May,2,Sunday
2024-05-24,Pune,Clothing,7.0,901.28,20.0,5047.17,5,May,2,Friday
2024-04-18,Mumbai,Groceries,7.0,335.94,20.0,1881.26,4,Apr,2,Thursday
2024-10-08,Bangalore,Sports,6.0,1797.64,0.0,10785.84,10,Oct,4,Tuesday
2024-11-14,Mumbai,Clothing,11.0,1203.86,5.0,12580.34,11,Nov,4,Thursday
2024-06-06,Mumbai,Home & Kitchen,7.0,2222.2,5.0,14777.63,6,Jun,2,Thursday
2025-10-11,Mumbai,Home & Kitchen,6.0,2135.63,10.0,11532.4,10,Oct,4,Saturday
2024-01-03,Pune,Home & Kitchen,5.0,765.42,5.0,3635.74,1,Jan,1,Wednesday
2024-04-19,Delhi,Clothing,3.0,1217.57,0.0,3652.71,4,Apr,2,Friday
2025-08-06,Delhi,Sports,5.0,2437.66,5.0,11578.88,8,Aug,3,Wednesday
2024-12-02,Mumbai,Groceries,6.0,288.75,0.0,1732.5,12,Dec,4,Monday
2024-11-11,Delhi,Electronics,7.0,10664.36,0.0,74650.52,11,Nov,4,Monday
2025-08-27,Bangalore,Clothing,6.0,1067.94,15.0,5446.49,8,Aug,3,Wednesday
2025-03-24,Chennai,Groceries,10.0,435.85,0.0,4358.5,3,Mar,1,Monday
2025-10-11,Pune,Beauty,5.0,728.37,0.0,3641.85,10,Oct,4,Saturday
2025-04-03,Pune,Groceries,8.0,321.51,0.0,2572.08,4,Apr,2,Thursday
2025-11-09,Mumbai,Electronics,10.0,7802.8,20.0,62422.4,11,Nov,4,Sunday
2025-07-13,Mumbai,Groceries,5.0,375.79,10.0,1691.06,7,Jul,3,Sunday
2025-06-18,Bangalore,Sports,9.0,1881.61,15.0,14394.32,6,Jun,2,Wednesday
2024-10-06,Mumbai,Groceries,11.0,227.9,0.0,2506.9,10,Oct,4,Sunday
2025-07-11,Delhi,Clothing,6.0,831.63,0.0,4989.78,7,Jul,3,Friday
2024-08-14,Delhi,Groceries,5.0,327.33,0.0,1636.65,8,Aug,3,Wednesday
2024-03-22,Pune,Beauty,6.0,713.14,0.0,4278.84,3,Mar,1,Friday
2025-11-09,Chennai,Home & Kitchen,8.0,1247.54,20.0,7984.26,11,Nov,4,Sunday
2024-02-18,Delhi,Groceries,6.0,425.51,15.0,2170.1,2,Feb,1,Sunday
2024-07-22,Bangalore,Electronics,7.0,7758.05,0.0,54306.35,7,Jul,3,Monday
2024-12-05,Delhi,Sports,10.0,2077.96,0.0,20779.6,12,Dec,4,Thursday
2024-07-22,Bangalore,Electronics,6.0,6903.56,15.0,35208.16,7,Jul,3,Monday
2025-12-16,Pune,Clothing,6.0,1027.02,10.0,5545.91,12,Dec,4,Tuesday
2025-04-07,Chennai,Home & Kitchen,9.0,2360.34,10.0,19118.75,4,Apr,2,Monday
2024-09-07,Delhi,Home & Kitchen,9.0,1127.19,5.0,9637.47,9,Sep,3,Saturday
2025-01-03,Delhi,Home & Kitchen,6.0,1648.05,0.0,9888.3,1,Jan,1,Friday
2025-08-21,Bangalore,Electronics,4.0,9782.39,0.0,39129.56,8,Aug,3,Thursday
2025-01-10,Bangalore,Sports,2.0,1348.12,0.0,2696.24,1,Jan,1,Friday
2024-12-09,Delhi,Home & Kitchen,6.0,1407.88,15.0,7180.19,12,Dec,4,Monday
2025-07-12,Delhi,Beauty,5.0,478.75,0.0,2393.75,7,Jul,3,Saturday
2024-10-12,Bangalore,Groceries,9.0,251.82,0.0,2266.38,10,Oct,4,Saturday
2024-06-06,Mumbai,Sports,5.0,1669.7,5.0,7931.08,6,Jun,2,Thursday
2024-03-09,Bangalore,Electronics,7.0,9044.49,0.0,63311.43,3,Mar,1,Saturday
2025-03-31,Mumbai,Groceries,16.0,333.51,10.0,4802.54,3,Mar,1,Monday
2024-02-19,Mumbai,Clothing,9.0,1241.39,5.0,10613.88,2,Feb,1,Monday
2024-12-24,Mumbai,Electronics,12.0,11145.13,5.0,127054.48,12,Dec,4,Tuesday
2025-10-01,Chennai,Electronics,10.0,10382.5,5.0,98633.75,10,Oct,4,Wednesday
2024-03-01,Delhi,Clothing,9.0,1077.49,25.0,7273.06,3,Mar,1,Friday
2025-01-14,Bangalore,Groceries,6.0,387.82,0.0,2326.92,1,Jan,1,Tuesday
2025-11-11,Mumbai,Clothing,10.0,1139.76,10.0,10257.84,11,Nov,4,Tuesday
2024-10-03,Mumbai,Electronics,7.0,6097.66,0.0,42683.62,10,Oct,4,Thursday
2024-05-15,Pune,Sports,6.0,2683.5,10.0,14490.9,5,May,2,Wednesday
2024-10-11,Mumbai,Electronics,10.0,11941.58,0.0,119415.8,10,Oct,4,Friday
2024-04-25,Bangalore,Home & Kitchen,9.0,2229.09,10.0,18055.63,4,Apr,2,Thursday
2025-03-01,Mumbai,Clothing,5.0,1216.62,5.0,5778.94,3,Mar,1,Saturday
2025-12-22,Chennai,Clothing,5.0,1282.17,15.0,5449.22,12,Dec,4,Monday
2025-09-15,Pune,Electronics,5.0,5122.07,10.0,23049.32,9,Sep,3,Monday
2024-02-13,Bangalore,Clothing,3.0,1223.35,0.0,3670.05,2,Feb,1,Tuesday
2024-01-20,Bangalore,Clothing,8.0,1313.02,15.0,8928.54,1,Jan,1,Saturday
2024-05-04,Mumbai,Electronics,5.0,8585.53,0.0,42927.65,5,May,2,Saturday
2025-07-22,Mumbai,Clothing,2.0,1528.42,0.0,3056.84,7,Jul,3,Tuesday
2024-01-20,Bangalore,Electronics,8.0,8964.84,15.0,60960.91,1,Jan,1,Saturday
2024-11-11,Mumbai,Home & Kitchen,4.0,2636.98,5.0,10020.52,11,Nov,4,Monday
2024-03-13,Pune,Clothing,11.0,1256.2,0.0,13818.2,3,Mar,1,Wednesday
2025-11-08,Mumbai,Beauty,6.0,892.06,15.0,4549.51,11,Nov,4,Saturday
2025-04-08,Delhi,Electronics,6.0,6452.41,10.0,34843.01,4,Apr,2,Tuesday
2024-03-21,Delhi,Beauty,6.0,510.77,15.0,2604.93,3,Mar,1,Thursday
2024-11-24,Delhi,Clothing,10.0,928.92,0.0,9289.2,11,Nov,4,Sunday
2024-01-15,Mumbai,Groceries,3.0,260.27,0.0,780.81,1,Jan,1,Monday
2025-12-27,Bangalore,Electronics,11.0,8881.33,10.0,87925.17,12,Dec,4,Saturday
2025-10-15,Delhi,Clothing,7.0,1298.74,5.0,8636.62,10,Oct,4,Wednesday
2025-10-06,Bangalore,Home & Kitchen,7.0,2114.08,5.0,14058.63,10,Oct,4,Monday
2024-09-10,Mumbai,Clothing,8.0,1130.8,15.0,7689.44,9,Sep,3,Tuesday
2025-02-20,Bangalore,Beauty,3.0,652.52,10.0,1761.8,2,Feb,1,Thursday
2025-04-06,Mumbai,Home & Kitchen,9.0,1981.39,0.0,17832.51,4,Apr,2,Sunday
2024-05-08,Delhi,Home & Kitchen,9.0,1548.94,15.0,11849.39,5,May,2,Wednesday
2025-05-14,Bangalore,Electronics,3.0,6902.63,20.0,16566.31,5,May,2,Wednesday
2024-01-29,Mumbai,Electronics,7.0,9033.92,5.0,60075.57,1,Jan,1,Monday
2025-06-24,Chennai,Home & Kitchen,4.0,2501.88,5.0,9507.14,6,Jun,2,Tuesday
2024-09-21,Delhi,Groceries,4.0,386.19,20.0,1235.81,9,Sep,3,Saturday
2024-01-04,Bangalore,Home & Kitchen,4.0,1845.52,10.0,6643.87,1,Jan,1,Thursday
2025-05-04,Delhi,Clothing,8.0,1200.56,20.0,7683.58,5,May,2,Sunday
2024-03-29,Pune,Clothing,5.0,825.25,25.0,3094.69,3,Mar,1,Friday
2024-11-22,Mumbai,Home & Kitchen,9.0,1860.38,15.0,14231.91,11,Nov,4,Friday
2025-04-17,Pune,Clothing,10.0,1126.02,5.0,10697.19,4,Apr,2,Thursday
2025-10-29,Mumbai,Home & Kitchen,9.0,1647.98,10.0,13348.64,10,Oct,4,Wednesday
2025-06-15,Bangalore,Groceries,7.0,277.63,10.0,1749.07,6,Jun,2,Sunday
2024-01-29,Chennai,Home & Kitchen,4.0,1349.8,0.0,5399.2,1,Jan,1,Monday
2024-09-07,Mumbai,Home & Kitchen,8.0,1242.46,15.0,8448.73,9,Sep,3,Saturday
2025-09-16,Pune,Electronics,5.0,7356.17,15.0,31263.72,9,Sep,3,Tuesday
2024-04-15,Chennai,Electronics,8.0,10686.29,5.0,81215.8,4,Apr,2,Monday
2024-05-26,Bangalore,Clothing,6.0,1622.31,0.0,9733.86,5,May,2,Sunday
2024-03-12,Mumbai,Home & Kitchen,5.0,1683.98,25.0,6314.92,3,Mar,1,Tuesday
2025-03-07,Mumbai,Clothing,6.0,955.82,15.0,4874.68,3,Mar,1,Friday
2024-04-19,Bangalore,Groceries,6.0,365.51,20.0,1754.45,4,Apr,2,Friday
2025-07-09,Delhi,Sports,9.0,2111.14,10.0,17100.23,7,Jul,3,Wednesday
2024-05-15,Delhi,Electronics,5.0,8905.39,5.0,42300.6,5,May,2,Wednesday
2024-01-14,Chennai,Home & Kitchen,5.0,1964.2,5.0,9329.95,1,Jan,1,Sunday
2025-10-09,Pune,Sports,9.0,2052.75,10.0,16627.28,10,Oct,4,Thursday
2025-06-08,Delhi,Clothing,3.0,1266.37,0.0,3799.11,6,Jun,2,Sunday
2024-09-15,Pune,Sports,7.0,1576.24,0.0,11033.68,9,Sep,3,Sunday
2025-05-04,Pune,Clothing,3.0,1131.43,0.0,3394.29,5,May,2,Sunday
2024-01-25,Bangalore,Groceries,5.0,369.38,10.0,1662.21,1,Jan,1,Thursday
2024-06-05,Mumbai,Clothing,11.0,1067.25,10.0,10565.78,6,Jun,2,Wednesday
2025-05-25,Delhi,Home & Kitchen,6.0,1641.02,0.0,9846.12,5,May,2,Sunday
2025-03-01,Bangalore,Sports,8.0,1706.36,0.0,13650.88,3,Mar,1,Saturday
2025-11-22,Delhi,Beauty,4.0,742.58,5.0,2821.8,11,Nov,4,Saturday
2025-06-17,Mumbai,Clothing,10.0,1238.91,0.0,12389.1,6,Jun,2,Tuesday
2025-01-06,Mumbai,Groceries,5.0,268.37,10.0,1207.66,1,Jan,1,Monday
2025-10-05,Mumbai,Groceries,6.0,280.98,25.0,1264.41,10,Oct,4,Sunday
2024-04-07,Chennai,Beauty,8.0,691.88,0.0,5535.04,4,Apr,2,Sunday
2024-02-22,Delhi,Beauty,3.0,807.19,15.0,2058.33,2,Feb,1,Thursday
2025-07-19,Chennai,Groceries,3.0,371.69,5.0,1059.32,7,Jul,3,Saturday
2024-06-26,Bangalore,Electronics,7.0,9420.42,5.0,62645.79,6,Jun,2,Wednesday
2025-03-15,Mumbai,Sports,5.0,2256.17,15.0,9588.72,3,Mar,1,Saturday
2024-01-10,Bangalore,Home & Kitchen,3.0,1560.44,0.0,4681.32,1,Jan,1,Wednesday
2025-02-04,Delhi,Clothing,9.0,1109.93,20.0,7991.5,2,Feb,1,Tuesday
2025-01-31,Bangalore,Clothing,6.0,1112.53,25.0,5006.38,1,Jan,1,Friday
2025-07-28,Bangalore,Clothing,5.0,801.6,0.0,4008.0,7,Jul,3,Monday
2024-06-02,Bangalore,Clothing,5.0,897.42,5.0,4262.74,6,Jun,2,Sunday
2025-03-03,Bangalore,Electronics,6.0,6861.93,0.0,41171.58,3,Mar,1,Monday
2024-03-07,Bangalore,Sports,7.0,3002.96,15.0,17867.61,3,Mar,1,Thursday
2024-01-30,Mumbai,Beauty,7.0,593.77,25.0,3117.29,1,Jan,1,Tuesday
2024-12-17,Delhi,Sports,8.0,1983.55,0.0,15868.4,12,Dec,4,Tuesday
2024-06-01,Bangalore,Home & Kitchen,9.0,1764.91,0.0,15884.19,6,Jun,2,Saturday
2025-08-13,Bangalore,Beauty,5.0,502.69,10.0,2262.1,8,Aug,3,Wednesday
2024-02-01,Mumbai,Electronics,7.0,8009.66,15.0,47657.48,2,Feb,1,Thursday
2025-09-18,Delhi,Clothing,3.0,1850.18,0.0,5550.54,9,Sep,3,Thursday
2024-02-10,Mumbai,Beauty,4.0,464.96,20.0,1487.87,2,Feb,1,Saturday
2024-05-11,Pune,Beauty,7.0,772.58,0.0,5408.06,5,May,2,Saturday
2024-03-02,Chennai,Beauty,12.0,672.76,25.0,6054.84,3,Mar,1,Saturday
2025-07-15,Bangalore,Beauty,2.0,654.45,5.0,1243.46,7,Jul,3,Tuesday
2025-02-08,Mumbai,Sports,5.0,2117.86,0.0,10589.3,2,Feb,1,Saturday
2024-04-28,Pune,Home & Kitchen,6.0,1646.69,20.0,7904.11,4,Apr,2,Sunday
2025-04-15,Pune,Home & Kitchen,10.0,2230.76,0.0,22307.6,4,Apr,2,Tuesday
2025-03-25,Bangalore,Groceries,8.0,332.79,10.0,2396.09,3,Mar,1,Tuesday
2024-05-09,Mumbai,Electronics,7.0,11834.28,0.0,82839.96,5,May,2,Thursday
2024-05-22,Bangalore,Electronics,5.0,7852.86,25.0,29448.22,5,May,2,Wednesday
2024-08-21,Delhi,Clothing,4.0,1247.14,5.0,4739.13,8,Aug,3,Wednesday
2025-06-29,Delhi,Beauty,4.0,903.37,0.0,3613.48,6,Jun,2,Sunday
2025-01-14,Delhi,Beauty,5.0,723.3,5.0,3435.68,1,Jan,1,Tuesday
2024-11-09,Delhi,Groceries,8.0,294.58,10.0,2120.98,11,Nov,4,Saturday
2025-03-09,Chennai,Home & Kitchen,5.0,1334.23,0.0,6671.15,3,Mar,1,Sunday
2025-11-12,Bangalore,Groceries,7.0,286.62,10.0,1805.71,11,Nov,4,Wednesday
2025-09-24,Mumbai,Home & Kitchen,1.0,1966.27,5.0,1867.96,9,Sep,3,Wednesday
2024-03-17,Delhi,Electronics,3.0,8241.74,0.0,24725.22,3,Mar,1,Sunday
2024-11-05,Mumbai,Clothing,6.0,1279.81,10.0,6910.97,11,Nov,4,Tuesday
2025-05-07,Delhi,Groceries,10.0,411.28,10.0,3701.52,5,May,2,Wednesday
2024-11-16,Delhi,Home & Kitchen,9.0,1764.99,0.0,15884.91,11,Nov,4,Saturday
2024-01-25,Delhi,Groceries,2.0,312.1,15.0,530.57,1,Jan,1,Thursday
2025-03-03,Mumbai,Groceries,7.0,400.98,10.0,2526.17,3,Mar,1,Monday
2025-09-16,Chennai,Groceries,9.0,410.3,0.0,3692.7,9,Sep,3,Tuesday
2025-10-13,Delhi,Beauty,13.0,648.29,5.0,8006.38,10,Oct,4,Monday
2024-05-26,Pune,Beauty,7.0,431.05,0.0,3017.35,5,May,2,Sunday
2024-10-18,Pune,Clothing,6.0,1343.57,25.0,6046.06,10,Oct,4,Friday
2025-04-25,Bangalore,Groceries,8.0,319.86,0.0,2558.88,4,Apr,2,Friday
2025-04-04,Delhi,Clothing,4.0,1290.35,5.0,4903.33,4,Apr,2,Friday
2025-09-21,Mumbai,Electronics,4.0,8167.51,5.0,31036.54,9,Sep,3,Sunday
2024-08-27,Bangalore,Beauty,8.0,697.34,0.0,5578.72,8,Aug,3,Tuesday
2025-09-04,Pune,Clothing,1.0,1011.31,0.0,1011.31,9,Sep,3,Thursday
2024-03-20,Mumbai,Electronics,6.0,9376.76,0.0,56260.56,3,Mar,1,Wednesday
2025-09-12,Bangalore,Electronics,6.0,9087.28,0.0,54523.68,9,Sep,3,Friday
2025-12-02,Bangalore,Sports,11.0,2559.92,10.0,25343.21,12,Dec,4,Tuesday
2024-01-11,Bangalore,Electronics,6.0,11959.39,10.0,64580.71,1,Jan,1,Thursday
2024-09-11,Pune,Home & Kitchen,3.0,2258.51,5.0,6436.75,9,Sep,3,Wednesday
2024-08-15,Pune,Home & Kitchen,6.0,1850.14,0.0,11100.84,8,Aug,3,Thursday
2024-12-17,Delhi,Groceries,8.0,379.97,0.0,3039.76,12,Dec,4,Tuesday
2024-07-05,Mumbai,Groceries,5.0,401.15,15.0,1704.89,7,Jul,3,Friday
2024-02-16,Pune,Beauty,11.0,685.59,10.0,6787.34,2,Feb,1,Friday
2024-11-18,Chennai,Groceries,8.0,370.75,0.0,2966.0,11,Nov,4,Monday
2025-02-20,Chennai,Beauty,5.0,652.76,10.0,2937.42,2,Feb,1,Thursday
2024-08-28,Delhi,Home & Kitchen,15.0,1225.75,0.0,18386.25,8,Aug,3,Wednesday
2024-12-06,Pune,Beauty,8.0,664.55,0.0,5316.4,12,Dec,4,Friday
2024-03-31,Delhi,Groceries,7.0,162.79,0.0,1139.53,3,Mar,1,Sunday
2025-05-07,Pune,Electronics,10.0,9978.97,5.0,94800.22,5,May,2,Wednesday
2024-05-07,Delhi,Sports,9.0,2769.7,25.0,18695.47,5,May,2,Tuesday
2024-08-17,Mumbai,Home & Kitchen,5.0,2338.65,0.0,11693.25,8,Aug,3,Saturday
2025-09-20,Bangalore,Beauty,6.0,456.24,25.0,2053.08,9,Sep,3,Saturday
2024-03-16,Bangalore,Electronics,9.0,7488.89,5.0,64030.01,3,Mar,1,Saturday
2025-02-20,Mumbai,Groceries,6.0,444.95,20.0,2135.76,2,Feb,1,Thursday
2025-08-01,Pune,Electronics,8.0,10321.81,0.0,82574.48,8,Aug,3,Friday
2025-06-14,Delhi,Sports,8.0,1347.26,5.0,10239.18,6,Jun,2,Saturday
2024-01-25,Bangalore,Clothing,7.0,997.38,20.0,5585.33,1,Jan,1,Thursday
2024-11-16,Pune,Home & Kitchen,9.0,1684.27,0.0,15158.43,11,Nov,4,Saturday
2025-07-09,Chennai,Home & Kitchen,8.0,2180.7,20.0,13956.48,7,Jul,3,Wednesday
2024-01-06,Pune,Groceries,5.0,301.21,5.0,1430.75,1,Jan,1,Saturday
2024-06-21,Delhi,Electronics,7.0,8656.08,0.0,60592.56,6,Jun,2,Friday
2024-06-21,Delhi,Groceries,8.0,350.85,10.0,2526.12,6,Jun,2,Friday
2024-11-09,Mumbai,Groceries,9.0,239.51,0.0,2155.59,11,Nov,4,Saturday
2025-10-22,Delhi,Electronics,9.0,7010.15,5.0,59936.78,10,Oct,4,Wednesday
2025-07-05,Chennai,Home & Kitchen,5.0,2000.12,20.0,8000.48,7,Jul,3,Saturday
2024-01-31,Mumbai,Home & Kitchen,2.0,1774.97,10.0,3194.95,1,Jan,1,Wednesday
2024-03-11,Pune,Home & Kitchen,7.0,1780.01,0.0,12460.07,3,Mar,1,Monday
2024-01-01,Pune,Clothing,4.0,769.61,10.0,2770.6,1,Jan,1,Monday
2024-01-20,Chennai,Groceries,5.0,376.8,15.0,1601.4,1,Jan,1,Saturday
2025-09-30,Mumbai,Electronics,8.0,8411.79,10.0,60564.89,9,Sep,3,Tuesday
2024-10-11,Mumbai,Groceries,8.0,483.49,10.0,3481.13,10,Oct,4,Friday
2025-01-10,Bangalore,Beauty,1.0,754.06,25.0,565.54,1,Jan,1,Friday
2025-07-19,Chennai,Beauty,8.0,712.24,20.0,4558.34,7,Jul,3,Saturday
2024-09-11,Pune,Home & Kitchen,7.0,2156.98,10.0,13588.97,9,Sep,3,Wednesday
2024-03-28,Bangalore,Electronics,7.0,5347.8,0.0,37434.6,3,Mar,1,Thursday
2024-05-29,Mumbai,Home & Kitchen,3.0,1630.18,0.0,4890.54,5,May,2,Wednesday
2024-10-08,Delhi,Groceries,6.0,350.93,0.0,2105.58,10,Oct,4,Tuesday
2025-08-06,Mumbai,Groceries,7.0,361.34,5.0,2402.91,8,Aug,3,Wednesday
2024-11-27,Bangalore,Beauty,13.0,744.23,0.0,9674.99,11,Nov,4,Wednesday
2024-12-28,Mumbai,Sports,7.0,2282.56,5.0,15179.02,12,Dec,4,Saturday
2024-02-03,Delhi,Groceries,10.0,323.75,0.0,3237.5,2,Feb,1,Saturday
2025-12-22,Pune,Clothing,7.0,997.56,0.0,6982.92,12,Dec,4,Monday
2024-04-04,Mumbai,Electronics,7.0,7284.86,10.0,45894.62,4,Apr,2,Thursday
2025-12-19,Pune,Sports,8.0,1647.49,0.0,13179.92,12,Dec,4,Friday
2025-09-20,Bangalore,Electronics,5.0,10883.69,20.0,43534.76,9,Sep,3,Saturday
2024-01-08,Pune,Clothing,4.0,1444.1,15.0,4909.94,1,Jan,1,Monday
2024-06-11,Chennai,Sports,6.0,2126.72,10.0,11484.29,6,Jun,2,Tuesday
2025-08-25,Pune,Clothing,4.0,1274.21,25.0,3822.63,8,Aug,3,Monday
2024-04-15,Pune,Sports,6.0,2141.06,20.0,10277.09,4,Apr,2,Monday
2025-01-19,Pune,Electronics,6.0,9162.99,5.0,52229.04,1,Jan,1,Sunday
2024-05-18,Delhi,Electronics,5.0,9116.65,15.0,38745.76,5,May,2,Saturday
2025-12-19,Delhi,Home & Kitchen,7.0,1805.22,10.0,11372.89,12,Dec,4,Friday
2024-12-22,Mumbai,Sports,10.0,2508.52,0.0,25085.2,12,Dec,4,Sunday
2025-07-10,Mumbai,Electronics,4.0,4448.36,15.0,15124.42,7,Jul,3,Thursday
2025-04-07,Pune,Home & Kitchen,4.0,2019.09,15.0,6864.91,4,Apr,2,Monday
2024-08-02,Pune,Home & Kitchen,8.0,2165.36,0.0,17322.88,8,Aug,3,Friday
2025-05-07,Mumbai,Groceries,2.0,489.14,5.0,929.37,5,May,2,Wednesday
2025-01-01,Mumbai,Sports,5.0,2518.09,0.0,12590.45,1,Jan,1,Wednesday
2025-12-09,Chennai,Home & Kitchen,7.0,1957.65,0.0,13703.55,12,Dec,4,Tuesday
2024-11-16,Pune,Groceries,9.0,416.78,15.0,3188.37,11,Nov,4,Saturday
2024-01-22,Delhi,Home & Kitchen,3.0,2511.44,20.0,6027.46,1,Jan,1,Monday
2024-06-01,Pune,Electronics,6.0,13054.13,0.0,78324.78,6,Jun,2,Saturday
2024-09-12,Delhi,Beauty,3.0,586.34,5.0,1671.07,9,Sep,3,Thursday
2025-01-04,Pune,Groceries,6.0,560.07,0.0,3360.42,1,Jan,1,Saturday
2025-12-11,Chennai,Clothing,3.0,1140.78,25.0,2566.76,12,Dec,4,Thursday
2024-05-31,Delhi,Clothing,7.0,1435.29,0.0,10047.03,5,May,2,Friday
2025-06-23,Bangalore,Groceries,6.0,382.73,5.0,2181.56,6,Jun,2,Monday
2024-07-19,Chennai,Electronics,9.0,7314.45,10.0,59247.05,7,Jul,3,Friday
2024-10-08,Bangalore,Beauty,10.0,593.52,15.0,5044.92,10,Oct,4,Tuesday
2024-01-07,Pune,Electronics,8.0,7478.51,5.0,56836.68,1,Jan,1,Sunday
2024-10-29,Pune,Electronics,7.0,9852.77,5.0,65520.92,10,Oct,4,Tuesday
2024-02-10,Mumbai,Electronics,5.0,8076.65,5.0,38364.09,2,Feb,1,Saturday
2024-01-27,Pune,Clothing,6.0,1432.82,0.0,8596.92,1,Jan,1,Saturday
2025-02-01,Mumbai,Home & Kitchen,3.0,1858.48,10.0,5017.9,2,Feb,1,Saturday
2025-03-17,Mumbai,Groceries,5.0,369.51,0.0,1847.55,3,Mar,1,Monday
2024-03-21,Mumbai,Home & Kitchen,5.0,1956.38,10.0,8803.71,3,Mar,1,Thursday
2025-01-23,Mumbai,Beauty,4.0,681.14,5.0,2588.33,1,Jan,1,Thursday
2024-12-30,Mumbai,Clothing,11.0,1412.53,5.0,14760.94,12,Dec,4,Monday
2024-09-20,Chennai,Electronics,12.0,7590.07,20.0,72864.67,9,Sep,3,Friday
2025-08-28,Delhi,Home & Kitchen,3.0,1435.8,0.0,4307.4,8,Aug,3,Thursday
2025-10-24,Delhi,Home & Kitchen,8.0,2033.93,15.0,13830.72,10,Oct,4,Friday
2025-02-03,Delhi,Clothing,9.0,1081.64,0.0,9734.76,2,Feb,1,Monday
2024-08-31,Bangalore,Home & Kitchen,3.0,1978.1,25.0,4450.72,8,Aug,3,Saturday
2024-09-20,Delhi,Groceries,7.0,420.28,0.0,2941.96,9,Sep,3,Friday
2024-12-27,Bangalore,Sports,10.0,1781.41,0.0,17814.1,12,Dec,4,Friday
2025-07-03,Chennai,Groceries,5.0,328.82,5.0,1561.89,7,Jul,3,Thursday
2025-05-30,Mumbai,Clothing,6.0,1163.1,15.0,5931.81,5,May,2,Friday
2024-02-02,Delhi,Sports,6.0,2675.08,0.0,16050.48,2,Feb,1,Friday
2025-02-22,Mumbai,Electronics,6.0,6990.14,0.0,41940.84,2,Feb,1,Saturday
2025-04-23,Chennai,Groceries,6.0,363.62,0.0,2181.72,4,Apr,2,Wednesday
2025-12-02,Mumbai,Groceries,7.0,263.28,5.0,1750.81,12,Dec,4,Tuesday
2024-05-13,Mumbai,Home & Kitchen,6.0,2655.78,10.0,14341.21,5,May,2,Monday
2025-09-09,Mumbai,Home & Kitchen,4.0,1745.53,15.0,5934.8,9,Sep,3,Tuesday
2024-04-17,Delhi,Home & Kitchen,14.0,2360.12,10.0,29737.51,4,Apr,2,Wednesday
2025-03-26,Delhi,Groceries,11.0,448.26,5.0,4684.32,3,Mar,1,Wednesday
2024-05-17,Pune,Home & Kitchen,6.0,1518.45,10.0,8199.63,5,May,2,Friday
2025-06-06,Mumbai,Beauty,5.0,686.02,20.0,2744.08,6,Jun,2,Friday
2024-01-24,Delhi,Groceries,5.0,347.63,10.0,1564.34,1,Jan,1,Wednesday
2024-02-04,Bangalore,Clothing,8.0,969.21,20.0,6202.94,2,Feb,1,Sunday
2024-02-23,Mumbai,Groceries,6.0,365.56,0.0,2193.36,2,Feb,1,Friday
2024-08-21,Chennai,Home & Kitchen,8.0,1000.55,15.0,6803.74,8,Aug,3,Wednesday
2024-10-10,Mumbai,Sports,8.0,1601.65,15.0,10891.22,10,Oct,4,Thursday
2024-12-23,Pune,Groceries,17.0,406.63,25.0,5184.53,12,Dec,4,Monday
2025-05-09,Bangalore,Home & Kitchen,5.0,906.77,15.0,3853.77,5,May,2,Friday
2024-11-01,Delhi,Groceries,5.0,391.62,15.0,1664.38,11,Nov,4,Friday
2025-01-11,Mumbai,Electronics,7.0,7717.71,20.0,43219.18,1,Jan,1,Saturday
2025-05-30,Bangalore,Electronics,10.0,7316.17,15.0,62187.44,5,May,2,Friday
2024-04-19,Delhi,Clothing,10.0,1172.0,5.0,11134.0,4,Apr,2,Friday
2024-07-20,Bangalore,Clothing,5.0,1388.01,15.0,5899.04,7,Jul,3,Saturday
2025-11-08,Chennai,Home & Kitchen,8.0,1955.85,20.0,12517.44,11,Nov,4,Saturday
